-1,-1178.588941784759,65.4846748981482,482.0,852.8639999999931,325.7249417847659,30.0
-1,-475.47996256716687,32.65813127777769,280.0,383.0399999999988,92.4399625671681,26.0
-1,-354.44308588252375,22.82668795833332,306.0,327.9359999999993,26.507085882524404,16.0
-1,-201.62052508054305,20.975917592592552,178.0,182.3040000000001,19.316525080542966,13.0
-1,-274.35081129788773,24.213678074074,200.0,224.832,49.518811297887765,19.0
-1,-489.4387490808678,30.88273992592584,283.0,390.8159999999988,98.622749080869,26.0
-1,-343.5314115403783,17.988061041666644,261.0,308.7359999999996,34.795411540378744,14.0
-1,-419.1816393728356,19.51751531481478,316.0,358.0799999999991,61.10163937283652,23.0
-1,-259.3893705800509,15.148849490740718,195.0,223.00800000000015,36.38137058005072,21.0
-1,-340.9237208228137,20.845349837962868,260.0,295.4879999999997,45.43572082281398,19.0
-1,-331.1659982086235,22.28872838425925,260.0,278.8799999999998,52.28599820862364,19.0
-1,-284.07745672819,24.49763125462959,261.0,251.712,32.36545672818997,18.0
-1,-316.94378473268023,17.97987992129627,235.0,279.2639999999999,37.67978473268031,17.0
-1,-293.1749174691158,21.303538699073997,226.0,241.824,51.350917469115856,23.0
-1,-295.16830936762346,17.774081912037,215.0,265.248,29.92030936762345,19.0
-1,-202.22018135472493,17.5989847407407,207.0,184.41600000000005,17.804181354724914,13.0
-1,-370.0457627623744,18.54220164814809,249.0,312.67199999999974,57.37376276237461,20.0
-1,-220.06429123836992,17.82651725925922,202.0,191.04,29.024291238369923,16.0
-1,-243.0211075991249,18.545608907407352,166.0,203.04,39.98110759912485,19.0
-1,-382.4658960467743,22.22246385185182,258.0,329.4719999999994,52.99389604677487,23.0
-1,-270.7264098837071,12.639631861111104,216.0,245.37600000000003,25.350409883707087,17.0
-1,-401.11562002210775,13.329369240740728,200.0,318.3359999999994,82.77962002210836,26.0
-1,-207.0286067870692,15.22282456018516,140.0,165.02400000000011,42.004606787069086,20.0
-1,-250.8452992873852,17.402416662037037,179.0,210.1440000000001,40.701299287385154,19.0
-1,-290.86925790183216,18.535019726851782,211.0,249.888,40.981257901832166,17.0
-1,-130.73273636336114,12.315016805555544,114.0,101.37600000000003,29.356736363361087,18.0
-1,-154.13384514495996,10.034594532407413,114.0,127.10400000000004,27.02984514495994,18.0
-1,-307.01587104548395,18.631317791666596,159.0,259.0080000000001,48.00787104548384,19.0
-1,-145.790081007283,15.302557754629614,137.0,130.752,15.038081007282972,12.0
-1,-132.63659698037517,15.067867199074064,99.0,102.24000000000002,30.39659698037515,21.0
-1,-200.69059078671333,15.42958003240738,146.0,166.56000000000006,34.13059078671327,18.0
-1,-208.65779756362147,18.813799240740664,144.0,173.85600000000008,34.801797563621385,17.0
-1,-173.57788846596492,13.30448551388887,117.0,133.7280000000001,39.84988846596487,24.0
-1,-310.24977658725754,18.48081128240737,132.0,194.5920000000001,115.65777658725747,24.0
-1,-280.0831298461229,21.04765483796293,152.0,207.26400000000007,72.81912984612279,24.0
-1,-265.7218038723555,18.346821041666576,145.0,206.68800000000005,59.03380387235548,27.0
